smile_fold1,target_fold1,prediction_fold1,smile_fold1
CCCCO,0,-0.087754878,CCCCO
Oc(c(c(c(O)cc1)cc2)c1)c2,-2.92,-2.016331,Oc(c(c(c(O)cc1)cc2)c1)c2
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)cc2Cl,-8.3,-8.538408,c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)cc2Cl
c1cc(N)ccc1S(=O)(=O)Nc2ncc(OC)cn2,-2.58,-3.153481,c1cc(N)ccc1S(=O)(=O)Nc2ncc(OC)cn2
O=C(Nc(cccc1)c1)c(c(O)ccc2)c2,-3.59,-2.9271155,O=C(Nc(cccc1)c1)c(c(O)ccc2)c2
Oc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1,-2.93,-3.1090715,Oc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1
O=C(CCC)CCC,-1.3,-1.8192845,O=C(CCC)CCC
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,-3.5586555,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1
IC=CI,-3.22,-2.324396,IC=CI
OC1C(O)C(O)C(O)C(O)C1,-0.17,0.837991885,OC1C(O)C(O)C(O)C(O)C1
Oc(ccc(c1)Cl)c1,-0.7,-1.4426485,Oc(ccc(c1)Cl)c1
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2Cl,-7.66,-8.02679,c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2Cl
c1ccccc1NCC,-1.7,-1.3880355,c1ccccc1NCC
c1ccccc1c2c(Cl)c(Cl)ccc2Cl,-6.29,-6.1927065,c1ccccc1c2c(Cl)c(Cl)ccc2Cl
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,-3.046259,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,-1.748241,CCC1(C(=O)NCNC1=O)c2ccccc2
O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2,-6.02,-4.792103,O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2
O=C(N)c(c(O)ccc1)c1,-1.76,-0.95816005,O=C(N)c(c(O)ccc1)c1
n(c(ccc1)c(nccc2)c2)c1,-1.42,-1.634658,n(c(ccc1)c(nccc2)c2)c1
O=Cc(ccc(OCO1)c12)c2,-1.63,-1.18455255,O=Cc(ccc(OCO1)c12)c2
O=C(O)C=CC(N=CN1)=C1,-1.96,-0.480715315,O=C(O)C=CC(N=CN1)=C1
O=C(C(=CCC1C(=C)C)C)C1,-2.06,-2.491005,O=C(C(=CCC1C(=C)C)C)C1
o(c(c(n1)ccc2)c2)c1,-1.16,-0.65941205,o(c(c(n1)ccc2)c2)c1
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.73,-4.2616725,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3
COP(=S)(OC)Oc1ccc(cc1)N(=O)=O,-3.68,-3.4112185,COP(=S)(OC)Oc1ccc(cc1)N(=O)=O
OCCCC(C)(C)C,-1.55,-1.23687035,OCCCC(C)(C)C
O(CCC1)C1,0.56,-0.041132726,O(CCC1)C1
N(CCC1)C1,1.15,0.4761263,N(CCC1)C1
OC(=O)COc1ccccc1Cl,-2.16,-1.896982,OC(=O)COc1ccccc1Cl
O=C(OCCC)c(cccc1)c1,-2.67,-2.494709,O=C(OCCC)c(cccc1)c1
O=C(O)C(N)CC(N=CN1)=C1,-0.53,-0.20574032,O=C(O)C(N)CC(N=CN1)=C1
O=C(O)Cc(c(ccc1Cl)Cl)c1Cl,-3.08,-3.9153525,O=C(O)Cc(c(ccc1Cl)Cl)c1Cl
c(c(c(c(c1)ccc2)c2)ccc3)(c1)c3,-5.26,-4.9680355,c(c(c(c(c1)ccc2)c2)ccc3)(c1)c3
c1cc2ncccc2c(O)c1,-2.54,-1.44705835,c1cc2ncccc2c(O)c1
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.69,-2.880558,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO
N(C(=S)NC1)C1,-0.71,-0.93531275,N(C(=S)NC1)C1
O=C(OCCC(C)C)C,-1.92,-1.1783022,O=C(OCCC(C)C)C
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,-4.2146405,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2
O=C(C=C)CCC,-0.83,-1.2503077,O=C(C=C)CCC
c1ccc(Cl)cc1c2c(Cl)ccc(Cl)c2,-6.01,-6.2403955,c1ccc(Cl)cc1c2c(Cl)ccc(Cl)c2
c1ccccc1,-1.64,-1.540698,c1ccccc1
OC(c1ccccc1)C,-0.92,-1.1297214,OC(c1ccccc1)C
CC1=CC(=O)c2c(OC)c3ccoc3c(OC)c2O1,-2.4,-2.938211,CC1=CC(=O)c2c(OC)c3ccoc3c(OC)c2O1
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-4.82,-4.497675,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
O=S(=O)(N)c(c(cc(NC(NS1(=O)=O)C(Cl)Cl)c12)Cl)c2,-2.68,-3.3786275,O=S(=O)(N)c(c(cc(NC(NS1(=O)=O)C(Cl)Cl)c12)Cl)c2
COCCCC,-0.99,-0.71526595,COCCCC
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,-2.301709,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
O=NN(c(cccc1)c1)c(cccc2)c2,-3.75,-3.0839495,O=NN(c(cccc1)c1)c(cccc2)c2
Oc(c(ccc1C)C)c1,-1.54,-1.505912,Oc(c(ccc1C)C)c1
ClC(Cl)=C(Cl)Cl,-2.54,-2.643265,ClC(Cl)=C(Cl)Cl
O=N(=O)c(ccc(OC)c1)c1,-2.41,-2.091604,O=N(=O)c(ccc(OC)c1)c1
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,-1.7787385,CNC(=O)Oc1ccc(N(C)C)c(C)c1
CCCC(=O)O,-0.19,0.1820096,CCCC(=O)O
c(c(ccc1)ccc2)(c1c(c3ccc4)c4)c23,-6,-6.176892,c(c(ccc1)ccc2)(c1c(c3ccc4)c4)c23
CN(C)CCCN2c1ccccc1Sc3ccc(C(F)(F)F)cc23,-5.3,-5.029161,CN(C)CCCN2c1ccccc1Sc3ccc(C(F)(F)F)cc23
c1cc(C)cc(C)c1C,-3.31,-3.5656245,c1cc(C)cc(C)c1C
c1ccc2ccccc2c1C,-3.7,-3.9459825,c1ccc2ccccc2c1C
c1cc(Cl)c(C)cc1O,-1.57,-1.695116,c1cc(Cl)c(C)cc1O
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.6,-1.89012605,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3
CCc1ccc2ccccc2c1,-4.29,-4.7133065,CCc1ccc2ccccc2c1
Oc(c(c(cccc1)c1)ccc2)c2,-2.39,-3.082332,Oc(c(c(cccc1)c1)ccc2)c2
N1C(=O)NC(=O)C(F)=C1,-1.07,-1.17461945,N1C(=O)NC(=O)C(F)=C1
C=CCCC=C,-2.68,-2.6236685,C=CCCC=C
c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)ccc2,-7.28,-6.8749805,c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)ccc2
c12ncnc(N)c1ccn2C3OC(CO)C(O)C3(O),-1.95,-1.72448955,c12ncnc(N)c1ccn2C3OC(CO)C(O)C3(O)
OC(CCC)(C)C,-0.49,-0.67504225,OC(CCC)(C)C
Oc(c(c(ccc1)cc2)c1)c2,-2.22,-2.336023,Oc(c(c(ccc1)cc2)c1)c2
FC(F)(F)C(O)C,0.3,-0.23864136,FC(F)(F)C(O)C
c1c(C)c(C)c(C)c(C)c1C,-4,-4.430093,c1c(C)c(C)c(C)c(C)c1C
c16cccc2ccc3ccc4ccc5cccc6c5c4c3c12,-9.03,-8.291,c16cccc2ccc3ccc4ccc5cccc6c5c4c3c12
BrCC(Br)CCl,-2.38,-2.6381445,BrCC(Br)CCl
O=Cc(ccc(OC)c1)c1,-1.49,-1.575254,O=Cc(ccc(OC)c1)c1
CCCC(CCC)C(O)=O,-1.86,-1.596618,CCCC(CCC)C(O)=O
O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C,-6.7,-5.5675235,O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C
O=N(=O)c(cccc1N)c1,-2.19,-1.6948105,O=N(=O)c(cccc1N)c1
O=C(OC(C)C)C,-0.55,-0.110730165,O=C(OC(C)C)C
n(c(O)ccc1)c1,1.02,-0.13009769,n(c(O)ccc1)c1
O=C(NCCCC)NS(=O)(=O)c(ccc(N)c1)c1,-2.18,-2.8216035,O=C(NCCCC)NS(=O)(=O)c(ccc(N)c1)c1
CN(C)C(=O)NC1CCCCCCC1,-2.36,-2.3951,CN(C)C(=O)NC1CCCCCCC1
CCSC(=O)N(CC)C1CCCCC1,-3.4,-2.6941405,CCSC(=O)N(CC)C1CCCCC1
FC(F)(F)c(cccc1N)c1,-1.47,-2.2074275,FC(F)(F)c(cccc1N)c1
O=C(O)C(N)C(O)C,-0.09,0.6210079,O=C(O)C(N)C(O)C
C1=CC(=O)N2CC(C3)CNCC3C2=C1,0.36,-1.42476635,C1=CC(=O)N2CC(C3)CNCC3C2=C1
c1cc(N)ccc1S(=O)(=O)Nc2nc(OC)nc(OC)c2,-2.96,-3.189085,c1cc(N)ccc1S(=O)(=O)Nc2nc(OC)nc(OC)c2
O=N(=O)c(ccc(N)c1)c1,-2.37,-1.786788,O=N(=O)c(ccc(N)c1)c1
O=C(OC)c(ccc(N)c1)c1,-1.59,-1.4845145,O=C(OC)c(ccc(N)c1)c1
C1CCCCC1OC(=O)C,-1.67,-1.25542695,C1CCCCC1OC(=O)C
c1ccccc1Cl,-2.38,-2.1906025,c1ccccc1Cl
O=C(NC(=O)C)N,-0.9,-0.071651295,O=C(NC(=O)C)N
O=C(OC(C(C(C=CC1=O)(CC2)C)=C1C)C23)C3C,-3.09,-3.4630615,O=C(OC(C(C(C=CC1=O)(CC2)C)=C1C)C23)C3C
